ID,Legal Company Name,Local Address,Contact,Phone,Ext.,Fax,Cell,Email,Web page,SO#,Billing Address,City,Province,Postal Code,PO#,Site Address,CustomerCode,LocationCode,IsActive,Site Contact,Phone,Pager,Inspection Type,Price,Inspection Month,Inspection Quote #,Deficiency Quote #,Fire Protection Equipment,eftemp,Remarks,Field1,Field2
876,Morguard Investments Limited,"402-350 Sparks Street, Ottawa, Ontario  K1R 7S8",,,,,,,,,,,,,,365 March Road,,,FALSE,Jim Watson,,,SAI,$0.00,JUNE,19-1835JP,,Preaction System x 1,"NO RESPONSE IN JUNE 2019. Already billed under AI. 2015 SAI-SR/RE, 2016-3 techs, 2 hrs (KV/RE to train KV and JC).","On site day porter-Luc Parent, 880-1975. jrwatson@morguard.com",,
2066,Movati Athletic Orleans,3772 Innes Road,Scott Hillier,(613) 824-4100,,,(613) 824-4100,,,,"33 University Avenue, Suite 400",Windsor,Ontario,N9A 5N8,,3772 Innes Road,,,TRUE,Scott Hillier,(613) 824-4100,,AI,"$1,010.00",JUNE,"Nov 9, 2018",,"FA, 4"" Wet x 1, BFP, ELU and FE","Contract Jan 1, 2019 to JAN 31, 2019.",shillier@movatiathletic.com,,
399,Westboro Children's Centre (Formerly Children's Centre),407 Hilson Ave.,Cathy Romano-Franzese,(613) 728-1797,,(613) 728-1325,,executivedirector@cbcel.ca,,,407 Hilson Ave.,Ottawa,Ontario,K1Z 6B9,,407 Hilson Ave,,,FALSE,Program Supervisor,(613) 728-1797,,AI,$300.00,JUNE,19-1408JP,,"4"" Wet Spr x 1, ELU and FEs. Note Connected to OCDSB","2017-JF/PN-3hrs, 2018-JF/MS 2hrs. Sprk connected to Hilson Ave.PS must notify school as FACP is on their side. Email executivedirector@cbcel.ca and wcc.supervisor@cbcel.ca","2017 and 2018-$290, 2019-$300.",,
1992,8443971 Canada Corp.,,,,,,,,,,,,,,,41 Concord,,,TRUE,,,,MONITORING,$852.00,JUNE,,,Monitoring Services,"June 1, 20?? To May 31, 20??. Account #25-01-1496/26-01-1496. 2018-$61 per month.",,,
1662,Shall May Holdings Ltd c/o Frastell Property Mgmt Inc.,"100-465 Richmond Road, Plaza Towers, Ottawa, Ontario K2A 1Z1",Shelley Disotell,(613) 722-1834,,(613) 722-4816,,,,,465 Richmond Road,Ottawa,Ontario,K2A 1Z1,,465 Richmond Road - Plaza Towers Apts.,,,FALSE,Shelley,(613) 722-1834,,MONITORING,$900.00,JUNE,13-1814RS,,Monitoring Services - Fire Alarm,"Account 38-01-5286, June 1, 20?? To May 31, 20??. $75 per month",2017 and 2018-$900,,
2130,Shandex Personal Care Manufacturing,"5 Herriot Street, Perth",,,,,,,,,"5 Herriot Street, Perth",Perth,Ontario,K7H 3E5,,"5 Herriot Street, Perth",,,TRUE,Greg King,(613) 812-2202,,AI,$945.00,JUNE,20-1396JD,,Spr off Standpipe and Hyd x 1,"2nd contact is Jim, 812-2203. 2019-$865.",,,
2307,Parkdale Montessori School,555A Parkdale Avenue,Claude Flight,(613) 216-7275,,,,,,,555 Parkdale Avenue,Ottawa,Ontario,,,555A Parkdale Avenue,,,TRUE,Claude or Sandrine Flight,(613) 216-7275,,AI,$650.00,JUNE,20-1268MT,,"FA, 2"" Wet x 4, ELU and FE",Lost to others in 2019-didn't like their defs. 2019-DM/CA and RE-?? Hours. flight@parkdalemontessori.ca,"Allard 2019-$579, 2019-$590.",,
1810,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 569-8151,,(613) 234-5640,(613) 858-6023,,,,222 Queen Street Suite 300,Ottawa,Ontario,,,975 St. Joseph Blvd.,,,TRUE,Martin (Nov 2018),,,AI - MONITORING,$200.00,JUNE,17-1073MM,,Monitoring Equipment,No account # provided. Must schedule with Tamara and Martin will open door for tech.,,,
1747,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 569-8151,,(613) 234-5640,(613) 858-6023,,,,222 Queen Street Suite 300,Ottawa,Ontario,K1P 5V1,,"975 St. Joseph Blvd., Gatineau",,,FALSE,Martin (Nov 2018),,,AI,"$1,854.00",JUNE,20-1331MM,,"FA, EOL's, 6"" Wet Spr x 1, ELU in DND area? And FE (in common areas only)",FOR 2018-MAKE 2 DAYS DUE TO DND. 2019-MT/MO-2 2 days and RE 4hrs. Elevators & Hydro Quebec. Send French tech. Bells 6PM on a Monday when bowling alley closed. READ 2017 AI SUMMARY FOR HYDRO INFO.,"PO  valid May 1/20 to Apr 30/2021. 2018-$1096, 2019-$1854. Water turns yellow when testing spr, dental clinic does not want testing when its open. Beware of bowling guy-beligerent. Need Louis to stay for whole inspection, not leave site.",,
2022,OCDSB,,Stephen Mills,,,,,,,,,,,,,Various High Schools x 29,,,TRUE,Stephen Mills,,,AI,$0.00,JUNE,Tender 19-051,,"FA, EOL's, and ELU",Schools open 630am to 230pm only. All schools must be completed between July 1 and August 31. Pricing in Tender file. Hydro and elevator scheduling by Secur. Secur to pay for elevators and then charge back to OCDSB +10%.,"Contract valid until JAN 31, 2019 with 2 1-yr options.",,
1814,OCDSB,,,,,,,,,,,,,,,Various Sites,,,TRUE,Steven Mills,,,AI,$0.00,JUNE,Tender 19-036,,"Sprinkler, FP and Annual Standpipe Flush",Contract valid JAN 1/2018 to Nov 30/2019 with 2 1-year extensions. Use chart for $ and locations.,3yr and 5yr inspections also but when are we doing them?,,
2190,Ottawa Community Housing,,,,,,,,,,,,,,,Various Sites,,,TRUE,Rob Clark,,,AI,$0.00,JUNE,Tender OCHRFQ17-001,,"Hydrant, Main Valve and Valve boxes x 109",$48 ea for hydrant AI and $6 ea for main valve and valve box AI. 109 hydrants in total,"Tender valid May 26, 2017 to May 25, 2020 with two optional 1 year periods.",,
1938,Occupational Therapist Services Modern OT,101-2705 Queensview Drive,Fiona Smith Bradley,,,,,,,,,,,,,101-2705 Queensview Drive,,,TRUE,Fiona Smith Bradley,,,MONITORING,$105.00,MARCH,Project #1208,,Monitoring Services - Intrusion,"Mar 1, 20?? To May 31, 20??. Billed quarterly $35.00 per month. Account 38-01-5360.",,,
882,Prescott & Russell Residence,1020 boulevard Cartier,Gilles Greffe,(613) 632-2757,400,,(613) 307-0585,,,,1020 boulevard Cartier,Hawkesbury,Ontario,K6A 1W7,,"1020 Cartier Street, Hawkesbury",,,FALSE,Gilles Greffe,,,SAI,,MARCH,19-1654BS,,FLCS,Included in AI Price.,,,
1616,Manotick Place Retirement Community,"22 St. Clair Avenue East, Suite 1200, Toronto  M4T 2S3",Linda Meek,(613) 692-2121,,,,,,,1145 Bridge Street,Ottawa,Ontario,K4M 0G8,,"1145 Bridge Street, Manotick",,,FALSE,Joe Demeis/Linda Meek,(613) 692-2121,,MONITORING,$900.00,MARCH,12-1741RS,,Monitoring Services - FACP using Internet,"March 1, 20?? To February 28, 20??. Account #25-01-1079.",,,
2419,Manotick Place Retirement Community,"22 St. Clair Avenue East, Suite 1200, Toronto  M4T 2S3",Linda Meek,(613) 692-2121,,,,,,,"1491 Manotick Road Station,",Greely,Ontario,K4P 1P6,,"1145 Bridge Street, Manotick",,,FALSE,Joe Demeis/Linda Meek,(613) 692-2121,,SAI,$0.00,MARCH,17-1461JP,,FLCS,AI of FLCS done in Nov so moved SAI to April. Cost included in AI price. 2PM start,maintenance@manotickplaceretirement.ca; and Lindam@manotickplaceretirement.ca,,
1219,Regional Group,"1737 Woodward Drive, 2nd Floor",Gwen Hughes/Erin Day (JAN 2019),(613) 230-2100,,,,,,,"1737 Woodward Drive, 2nd Floor",Ottawa,Ontario,K2C 0P9,26929,130 Colonnade Road,,,FALSE,Blaine Steele,,,AI,"$2,780.00",MARCH,20-1166,,Inergen System,"Invoice AI ONLY. Security cleared. SAI in 2018 AI-KV/JC-6hrs&MM-2hrs, RAISE TO CPI % EACH YEAR. Quote valid Apr 1/19 to Mar 31/2020.","2016-$2530, 2017-$2600, 2018-$2626, 2019-$2700.2020- $2780 PO 26929",,
2321,Leon's Furniture,1718 Heron Road,Sandra Paterson,(613) 737-3530,,,,,,,1718 Heron Road,Ottawa,Ontairo,K1V 6A1,,1718 Heron Road,,,TRUE,Sandra Paterson,(613) 737-3530,,AI,$845.00,MARCH,"Jan 25, 2019",,"FA, 6"" Wet x 1, 8"" Wet x 1, ELU x 9 and FE x 20","2018-$790, 2019-$845","customercareot@leons.ca, kevin.prince@leons.ca, sandra.paterson@leons.ca",,
2015,Aera Investments,1825 Russell Rd (Office),Jim Sarlis,(613) 878-0062,,,,,,,1825 Russell Rd (Office),Ottawa,Ontario,K1G 3T4,,1825 Russell Road,,,TRUE,Jim Sarlis,,,AI,"$3,315.00",MARCH,19-1153JS,,"FA, EOL's, LSA in apts x 110, FHC, EL, FE and Monitoring",NO LONGER MANAGE AS OF OCT 2019. 1st time in 2019-JF/TO-2 days. Send notice. Elevators. ALSO REVISE MI COST. Follow schedule.,Code 7979 to enter building.,,
2385,Costco Wholesale Gloucester,,Karen Maracle,(613) 746-9666,,,,,,,,,,,,1900 Cyrville Road,,,TRUE,Yael Bendavid or Niels,(613) 748-7813,,SAI,$0.00,MARCH,Not incl. in Allard quote,,FLCS x 2,5am start.,Karen's  email w511safe@costco.com. Yael's email is w511adm@costco.com,,
1231,Compass Commercial Realty ITF Proreit Acquisition (1) LP,"3770 Kempt Road, Suite 110",Patricia Gabel,(902) 454-1234,318,(902) 454-9203,,,,,"3770 Kempt Road, Suite 110",Halifax,Nova Scotia,B3K 4X8,,2 Gurdwara - Hunt Club Crossing,,,FALSE,Sean Lindahl,,,MONITORING,$195.00,MARCH,RS Quote,,Monitoring Services  - Fire,"COMPASS NEW PM IN JAN 1/2018. March 1, 20?? To May 31, 20??. Account #25-01-1368. 2016-$732, 2017-$780, 2018-$61 per month, 2019-$65 per month",,,
1691,Place du Centre (Amenagement Granrive Inc.),,Sylvain Tessier(Feb 2020),(819) 770-3740,,,,stessier@placeducentre.com,,,,,,,,"200 du Portage, Gatineau, Quebec",,,FALSE,Sylvain Tessier,(819) 770-3740,,AI,"$4,740.00",MARCH,20-1113,,"FA, 6"" Wet Spr x 2, 4"" Dry Spr x 2, and Small Preaction x 1","2018-KV/MS-2days, 2019-JC/MS-2days. Elevator but no hydro. SECRET CLEARANCE AND SEND NAMES. Bells at 7PM. Rest of AI during work hours. Escort required for CIDA areas.","2017-$4275 and $680, 2018-$4475 and $680, 2019-$4600 and $700.",,
1949,Glengarry Memorial Hospital,20260 Highway #43,Denis Lalonde,(613) 525-2222,,,(613) 577-7838,,,,20260 Highway #43,Alexandria,Ontario,K0C 1A0,,"20260 Highway #43, Alexandria",,,TRUE,Denis Lalonde,(613) 525-2222,,MONITORING,$216.00,MARCH,BS Project P1239,,Monitoring Services,New in 2017. Mar-Apr-May - $72.00 per month,,,
1838,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 234-4416,,(613) 234-5640,,,,,222 Queen Street Suite 300,Ottawa,,,,21 Fitzgerald,,,TRUE,Gilles Lafontaine,,,MONITORING,$600.00,MARCH,17-1074MM,,Monitoring Services - FACP,"March 1, 20?? To Feb 28, 20??. Account #38-01-5320. $50.00 per month",,,
1646,Regional Group of Companies Inc.,"1737 Woodward Drive, 2nd Floor",Gwen Hughes/Erin Day (JAN 2019),(613) 230-2100,7216,,,,,,"1737 Woodward Drive, 2nd Floor",Ottawa,Ontario,K2C 0P9,,"22 de Varennes, Gatineau",,,FALSE,Richard Chartrand,,,QI,,MARCH,18-1242 for new PM,,Preaction System x 4,"ONLY ON A SUNDAY--NEED 1 GUARD FOR QI AND 2 GUARDS FOR AI.. AI in June. JAN 2016 QI-KV/CL, 2.5hrs, Sept 2017-KV/CL 2hrs, Mar 2018-KV/ADR-4hrs. 3 year contract May 1, 2018 to April 30, 2021-prices change each year. Mar 2019 QI-RE/KV-2hrs.",PO 23959 valid Apr 1/19 to Mar 31/2020. MUST HAVE RELIABLE CLEARANCE. KD - SEND COPY OF SO WITH INVOICE.,,
1891,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 234-4416,,(613) 234-5640,,,,,222 Queen Street Suite 300,Ottawa,Ontario,K1P 5V1,,222-230 Queen Street,,,TRUE,Evens Marcelin,,,MONITORING,$600.00,MARCH,17-1074MM,,Monitoring Services - FACP using Internet,"March 1, 20?? To Feb 28, 20??. Account #25-01-1488, $85.00 per month.",,,
1840,Cominar REIt,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 234-4416,,(613) 234-5640,,,,,222 Queen Street Suite 300,,,,,25 Fitzgerald Road,,,TRUE,Gilles Lafontaine,,(613) 239-7037,MONITORING,$600.00,MARCH,17-1074MM,,Monitoring Services - FACP,"March 1, 20?? To Feb 28, 20??. Account #38-01-5321. $50 per month.",,,
2315,Huntington Properties (Sheffield Road Property Limited),"1306 Wellington Street, Suite 200",Nick Thuswaldner,(613) 592-1818,,,(613) 462-5828,,,,"1306 Wellington Street, Suite 200",Ottawa,Ontario,K1Y 3B2,,2715 Sheffield Road,,,TRUE,Nick,,,AI,$250.00,MARCH,Q27152019,,ELU x 6 and FE x 17,Allard pricing 2017 to 2019-$250.,,,
2050,U-Haul Storage - Queensview,2720 Queensview Drive,Melanie Hache,(613) 829-0446,,,,,,,2720 Queensview Drive,Ottawa,Ontario,,,2720 Queensview Drive,,,TRUE,Melanie Hache,(613) 829-0446,,AI,"$3,000.00",MARCH,19-1970BI,,"FA, 4"" Wet x 1, 4"" Dry x 3, 2"" Dry x 1, FHC, ELU and FE","Contract JAN 1, 2018 to Nov 30, 2019.",melanie_hache@uhaul.com,,
2018,Canadian Chamber of Commerce,"275 Slater Street, 17th Floor",Natalie Ouellette,(613) 238-4000,2221,,,,,,"275 Slater Street, 17th Floor",Ottawa,Ontario,K1P 5H9,,"275 Slater Street, 17th Floor",,,TRUE,Natalie Ouellette,(613) 238-4000,,AI,$125.00,MARCH,19-1289MT,,FE x 3 only,1st time to be performed Mar 2020. Schedule with MI of 275 Slater. Don't send new quote for 2020.,,,
1921,Ottawa Community Housing,,,,,,,,,,,,,,,29 Van Lang (Field House),,,TRUE,Rob Clark,,,AI,$285.00,MARCH,17-1129MT,,FLCS,"At request of RC in March 2017, perform FLCS only.",,,
2431,Giant Tiger,"300 Park, Brockville",Russell,(613) 498-2624,,,,mgrstore108@gianttiger.com,,,,,,,,300 Park Brockville,,,TRUE,Russell,,,AI,$700.00,MARCH,,,,Can not find quote for this location,,,
2427,Morguard Investments Limited,,Pierre Charbonneau,(613) 725-5902,,,,,,,402-350 Sparks St,Ottawa,Ontario,K1R 7S8,,301 Laurier Avenue West,,,TRUE,Pierre Charbonneau,(613) 725-5902,,SAI,"$2,215.00",MARCH,19-1127 JP/20-1186,,5 yr internal After reg hours $3405.00,,,,
2426,Morguard investments Limited,,Pierre Charbonneau,(613) 725-5902,,,,,,,402-350 Sparks St,Ottawa,Ontario,K1R 7S8,,301 Laurier Avenue West,,,TRUE,Pierre Charbonneau,(613) 725-5902,,SAI,$850.00,MARCH,19-1127 JP/20-1186JH,,"FA, 4"" Wet Spr x 1, FHC, EL and FE",,,,
1611,RJ Motors Inc.,"34 Edgewater Street, Ottawa, Ontario K2L 1V8",Rocco Cianci,(613) 831-2273,,,,,,,34 Edgewater Street,Ottawa,Ontario,K2L 1V8,,34 Edgewater Street,,,FALSE,Rocco Cianci,(613) 831-2273,,MONITORING,$300.00,MARCH,,,Monitoring Services - Burglar,"March 1, 20?? To Feb 28, 20??. AI not required. Account #38-01-5277.",$25 per month x 12 = $300.,,
1844,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 234-4416,,(613) 234-5640,,,,,222 Queen Street Suite 300,,,,,35 Fitzgerald,,,TRUE,Gilles Lafontaine,(613) 721-1116,,MONITORING,$600.00,MARCH,17-1074MM,,Monitoring Services - FACP,"March 1, 20?? To Feb 28, 20??. Account #38-01-5322. $50 per month.",,,
2314,Huntington Properties (Bank & Cooper Property LP),"1306 Wellington Street West, Suite 200",Nick Thuswaldner,(613) 592-1818,,,(613) 462-5828,,,,"1306 Wellington Street West, Suite 200",Ottawa,Ontario,K1Y 3B2,,396 Cooper Street,,,TRUE,Nick Thuswaldner,(613) 592-1818,,AI,$498.00,MARCH,Q396Cooper2019,,"FA, ELU x 19 and FE x 14","Allard pricing 2017-$490, 2018 and 2019-$498.",,,
1515,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 569-8151,,(613) 234-5640,,,,,222 Queen Street Suite 300,Ottawa,Ontario,K1P 5V1,,400 Cooper Street,,,FALSE,Evens Marcelin,,,AI,$200.00,MARCH,17-1074MM,,Monitoring Equipment AI,,,,
1394,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 569-8151,,(613) 234-5640,,,,,222 Queen Street Suite 300,Ottawa,Ontario,K1P 5V1,,400 Cooper Street,,,FALSE,Evens Marcelin,,,AI,"$3,811.00",MARCH,20-1331MM,,"FA, EOL's, Glycol, Spr x 2, FP Life Safety, FHC, ELU and FE","For 2019-also use VI for 420 Cooper, 2017-Char/CL, 4 days but 1 extra day in 2018, 2018-PI/GS.1st day-Bells for retail 6PM & 2nd day-Bells for Tower & Comm. Ctr at 545AM. No longer need cleared techs-all private in bldg. Raytheon-3rdFl needs techs names.","valid May 1/20 to Apr 30/2021. ELEVATOR (HYDRO cannot be tested).  Park on Somerset side, just before Bank Street, on left hand side. Look for green garbage bins. 2013 to 2016-$3540, 2019-$3811.00.",,
1596,Manulife Life Insurance Company,"55 Metcalfe Street, Suite 350, Ottawa, K1P 6L5",Franco Falbo (Jan 2019),(613) 230-2251,,,,,,,"250 Bloor Street East, 15th Floor",Toronto,Ontario,M4W 1E5,,425 Legett Drive,,,FALSE,Malcolm Lucas/Sadie Emsley,,,AI,$200.00,MARCH,19-1700JP,,Monitoring Equipment AI,Account #38-01-5272. CAN ONLY RAISE 3% PER YEAR.,"2018-$200, 2019-$200, 2020-$200",,
1403,Manulife Life Insurance Company,"55 Metcalfe Street, Suite 350, Ottawa, K1P 6L5",Franco Falbo (Jan 2019),(613) 230-2251,,,,,,,"250 Bloor Street East, 15th Floor",Toronto,Ontario,M4W 1E5,,425 Legett Drive,,,FALSE,Malcolm Lucas/Sadie Emsley,,,AI,"$3,255.00",MARCH,19-1700JP,,"FA, EOL's, Wet Spr x 3, Dry Spr x 1, and FE","2018-KV/PN-2 days, 2019-KV/TT-2days. Bells 630AM. Preaction system in Avaya space tested by others. Elevator tech required. Lockbox 769 at rear entry beside garbage bin. MALCOLM MUST HAVE DOOR CONTRACTOR TO RESET FIRE DOOR.","CAN ONLY RAISE 3% PER YEAR. 2017 and 2018-$3070, 2019-$3160, 2020-$3255.",,
1779,Parthenos Development Ltd.,201 - 4473 Innes Road,Iriene Sedarous,(613) 424-2589,,,(613) 866-9660,,,,201 - 4473 Innes Road,Ottawa,Ontario,K4A 3J7,,4471 Innes Road,,,FALSE,Iriene Sedarous,(613) 424-2589,,AI,"$1,159.00",MARCH,18-1436,,"FA, EOL's, ELU and FE","Now managed by Parthenos. 2017-BI/CL, 6hrs, 2018-KS/PN - 5hrs, 2019-TT/SR-6.5hrs. Tenant FE's and FLCS by others.  MAKE NOTICE.  10AM start, Bells 12pm-1pm. ELEVATOR REQD. Menchie's only opens at 1230PM.","2015, 2016 and 2017-$1085, 2018 and 2019-$1125. Contact in March to arrange for April",,
2005,Parthenos Development Ltd.,201 - 4473 Innes Road,Iriene Sedarous,(613) 424-2589,,,(613) 866-9660,,,,201 - 4473 Innes Road,Ottawa,Ottawa,K4A 3J7,,4473 Innes Road,,,TRUE,Iriene Sedarous,(613) 424-2589,,AI,"$1,900.00",MARCH,18-1436-REV2,,"FA, EOL's, Wet Spr, FHC, ELU and FE",Now managed by Parthenos. 1st time in 2019-JC/TT 1 day am AM/Colin 6hrs to complete. 3 year contract - Jan 1/19 to JAN 31/2022. Elevator and hydro. MAKE NOTICE. Monitoring passcode is 0346. REQUIRE ACCESS REQD ALL OVER BLDG.,Lockbox in back of bldg - 17390. Extra keys from owner on 2nd Floor. Remind Jennifer we need access everywhere-leased and vacant space.Contact in March to schedule in April,,
2320,Apollo Property Management Ltd.,1200 Prince of Wales  Drive,Bobby Herdocia,(613) 225-7969,263,,,,,,1200 Prince of Wales Drive,Ottawa,Ontario,K2C 3Y4,,460 West Hunt Club Road,,,TRUE,Bobby Herdocia,(613) 225-7969,,AI,$440.00,MARCH,"June 14, 2018",,"4"" Wet x 1, BFP, ELU and FE in common areas only",2018 and 2019-$440. AI not completed in 2019-only FE's inspected.,bobby@apollomgt.com,,
2355,Chapman Hills Dental,50 Marketplace,Roxanne,(613) 823-4001,,,,,,,50 Marketplace,Ottawa,Ontario,,,50 Marketplace,,,TRUE,Roxanne,(613) 823-4001,,AI,$158.00,MARCH,Allardemail2019,,ELU and FE,Allard 2019-$158. info@chapmanhillsdental.com,,,
2357,Raymond EMC Enclosures,5185 Dolman Ridge Road,Dave Kwapisz,(613) 841-1663,,,,,,,5185 Dolman Ridge Road,Ottawa,Ontario,,,5185 Dolman Ridge Road,,,TRUE,Dave Kwapisz,(613) 841-1663,,AI,$95.00,MARCH,Allardemail2019,,FE x 13,Allard 2018 and 2019-$95. dkwapisz@raymondemc.ca,,,
1956,United Counties of Prescott and Russell,1020 boulevard Cartier,Chantal,(613) 764-3434,,,,,,,,,,,,"676A Principale Street, Casselman",,,TRUE,Chantal Lavictoire,(613) 764-3434,,AI,$150.00,MARCH,NA,,FE x 5 only,"Did in 2015 only but was never invoiced. If FE's need servicing, replace with new-check last year's AI to bring proper qty of FE's.",2018-Old Colin. 2018 and 2019-$150.,,
1834,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 569-8151,,(613) 234-5640,(613) 858-6023,,,,222 Queen Street Suite 300,,,,,700 Palladium Drive,,,TRUE,,,,MONITORING,$600.00,MARCH,17-1074MM,,Monitoring Services - FACP,"March 1, 20?? To Feb 28, 20??. Account #38-01-5317. $50.00 per month",,,
1842,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 569-8151,,(613) 234-5640,(613) 858-6023,,,,222 Queen Street Suite 300,,,,,750 Palladium Drive,,,TRUE,,,,MONITORING,$600.00,MARCH,17-1074MM,,Monitoring Services - FACP,"March 1, 20?? To Feb 28, 20??. Account #38-01-5318. $50 per month.",,,
1836,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 569-8151,,(613) 234-5640,(613) 858-6023,,,,222 Queen Street Suite 300,,,,,770 Palladium Drive,,,TRUE,,,,MONITORING,$600.00,MARCH,17-1074MM,,Monitoring Services - FACP,"March 1, 20?? To Feb 28, 20??. Account #38-01-5319. $50.00 per month",,,
2068,Rideau Hall Foundation,9 Rideau Gate,Marie-France Belle-Isle,(613) 915-5749,,,,,,,9 Rideau Gate,Ottawa,Ontario,K1M 1M6,,9 Rideau Gate,,,TRUE,Marie-France Belle-Isle,(613) 914-2737,,AI,$198.00,MARCH,"Mar 21, 2019",,"LSA's, CO's and FE's","May 1, 2019 to Apr 30, 2020. AI in March.",marie-france.belle-isle@rhf-frh.ca,,
1605,CEPEO,2445 St. Laurent Blvd.,Michel Lessard,(613) 742-8960,2172,(613) 747-3821,(613) 913-7791,,,,,,,,,Various,,,FALSE,Michel Lessard,(613) 742-8960,,AI,$0.00,MARCH,Tender,,FLCS,Use master list. PO 4500962330 valid Sept 15/2015 to Aug 16/2016. ACADEMIE COMPLETED EARLY IN NOVEMBER.,"PO 45011797626 valid Sept 1/18 to Aug 31/19. Tender 13IMM26-PM valid July 1, 2013 to Aug 31, 2017 with 2 option years.",,
2347,Rideau Tennis Club,1 Donald Street,Jason Rose`,(613) 749-6126,,,,,,,1 Donald Street,Ottawa,Ontario,,,1 Donald Street,,,TRUE,Jason Rose,(613) 749-6126,,AI,$110.00,MAY,Q1Donald2019,,Fire hydrant x 1,Allard 2018 and 2019-$110. jrose@racentre.com,,,
2331,CCC #218 c/o Axia,,Nikki,(613) 738-9700,,,,,,,,,,,,10 Sweetbriar - Barrhaven Maisonettes,,,TRUE,Nikki,(613) 738-9700,,AI,$125.00,MAY,20-1252,,Fire hydrant x 1,Allard 2019-$110. 2019-IO-1.5hr- PO for AI 2020 72155,nikki@axiamanagement.com,,
2046,Carling Realty Co. Ltd.,300 - 1704 Carling Avenue,Susan Szalai,(613) 725-3151,,,(613) 899-6244,susan@carlingrealty.com,,,300- 1704 Carling Avenue,Ottawa,Ontario,,,100 Medhurst Drive,,,TRUE,Pierre Chartrand,,,AI,"$2,050.00",MAY,20-1017BI,,"FA, LSA's in 128 apts, 4"" Wet x 1, 4"" Dry x 1, FP, BFP, FHC and FE","LSA x2, RHT and MH in each apt. Elevators and hydro required. To enter bldg - 2222 Buzz #. Apr 1, 2019 to Mar 31, 2020 2020 replaced recall heats KV/AA 5 days .",susan@carlingrealty.com,,
2330,CCC #355 c/o CMG?,,Sarah St-Pierre,(613) 237-9519,,,,,,,,,,,,102 Haxby and 156  Rushford,,,TRUE,ChrisSarah St-Pierre,(613) 237-9519,,AI,$220.00,MAY,"May 7, 2019",,Fire hydrants x 2,Allard 2019-$220.,ckelly@condogroup.ca,,
906,Calfra Management Limited,"226-1725 St. Laurent Blvd., Ottawa, Ontario K1G 3V4",Justin Lamarche,(613) 247-2235,224,(613) 247-2236,(613) 798-6226,,,,227-1725 St. Laurent Blvd.,Ottawa,Ontario,K1G 3V4,,1093-1109 Wellington,,,FALSE,Justin Lamarche,(613) 247-2235,,AI,$545.00,MAY,19-1427JP,,"FE SA in units interconnect smokes, NO ELU","LOST JULY 1, 2019. 2015-2 techs,2.5hrs, 2016-PN, 1.5hrs, 2017-JB-1.5hrs. REQUIRE ACCESS TO APTS. Inspect FE's and ELU's within units. LEAVE IN MAY, DON'T MOVE.","2016 and 2017-$520, 2018 and 2019-$545. Justin Lamarche replaces Dave as of Nov 2018.",,
1866,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 234-4416,,(613) 234-5640,,,,,222 Queen Street Suite 300,Ottawa,,,,110 O'Connor Street,,,TRUE,,,,MONITORING,$600.00,MAY,17-1073MM,,Monitoring Service - FACP using GSM,"May 1, 20?? To April 30, 20??. AI required in May.","Account #38-01-5320, 3 year contract 2017 to 2020-$600 per year",,
1832,Cominar REIT,"222 Queen St., Ste 1402, Ottawa",Mary Jane Tripodi/Nahla Rajabi (Feb 2019),(613) 234-4416,,(613) 234-5640,,,,,222 Queen Street Suite 300,Ottawa,Ontario,,,1145 Hunt Club Road,,,TRUE,,,,AI MONITORING,$200.00,MAY,17-1074MM,,Monitoring Equipment AI,,,,
