Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Effective Date1,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.,Customer1,UnMatched
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1306 WELLINGTON ST. W.,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1306 WELLINGTON ST. W.,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,30-32-34 COLONNADE ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,MI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 PRESTON ST.,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1550 LAPERRIERE AVE.,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,QI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1550 LAPERRIERE AVE.,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,QI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1550 LAPERRIERE AVE.,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,QI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1550 LAPERRIERE AVE.,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,470 CHARLEMAGNE BLVD.,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,470 CHARLEMAGNE BLVD.,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,470 CHARLEMAGNE BLVD.,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,470 CHARLEMAGNE BLVD.,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,470 CHARLEMAGNE BLVD.,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,470 CHARLEMAGNE BLVD.,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,883 BOYD AVE.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,883 BOYD AVE.,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,883 BOYD AVE.,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,883 BOYD AVE.,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,883 BOYD AVE.,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,883 BOYD AVE.,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2175 ROBERTSON RD.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2175 ROBERTSON RD.,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2175 ROBERTSON RD.,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2175 ROBERTSON RD.,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2175 ROBERTSON RD.,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2175 ROBERTSON RD.,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,44 IBER RD.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,44 IBER RD.,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,44 IBER RD.,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,44 IBER RD.,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,44 IBER RD.,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,44 IBER RD.,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,124 FOURTH AVE.,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,124 FOURTH AVE.,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,124 FOURTH AVE.,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,124 FOURTH AVE.,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,124 FOURTH AVE.,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,124 FOURTH AVE.,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1392 CYRVILLE RD.,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,QI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1392 CYRVILLE RD.,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,QI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1392 CYRVILLE RD.,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,QI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1392 CYRVILLE RD.,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1155 LOLA ST.,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1155 LOLA ST.,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1155 LOLA ST.,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1155 LOLA ST.,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1155 LOLA ST.,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1155 LOLA ST.,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,QI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2211 THURSTON DR.,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2211 THURSTON DR.,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,QI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2211 THURSTON DR.,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,QI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2211 THURSTON DR.,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2780 SHEFFIELD RD.,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2780 SHEFFIELD RD.,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2780 SHEFFIELD RD.,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2780 SHEFFIELD RD.,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2780 SHEFFIELD RD.,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,2780 SHEFFIELD RD.,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1100 ALGOMA RD.,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1100 ALGOMA RD.,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
,,,Inspections-HUNTINGTON PROPERTIES,181596,,BI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1100 ALGOMA RD.,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,HUNTINGTON PROPERTIES
